text,label,category,lang,source
Картаға өтінішіңіз қаралды. Белсендіру үшін +7 727 493 63 21 нөміріне қоңыpау шалыңыз,suspicious,,kk,synthetic_template_kz
"Halyk Bank: покупка 51 000 тг, карта *3082. Доступно 7 000 000 тг",safe,,ru,synthetic_template_kz
Kaspi: код 542717. Ешкімге айтпаңыз.,safe,,kk,synthetic_template_kz
"Здравствуйте, я по объявлению на Kaspi. Уже оплатил, подтвердите получение по ссылке kz-vyigrysh.net",scam,kaspi_scam,ru,synthetic_template_kz
Kaspi Red: рассрочка на 6 000 000 тг оформлена. Отменить jusan-secure.info,scam,kaspi_scam,ru,synthetic_template_kz
№713046 тапсырысыңыз СДЭК пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
"Үйден жұмыс, аптасына 77 000 тг табыс. WhatsApp +7 759 161 34 18 жазыңыз",suspicious,,kk,synthetic_template_kz
Бесплатня диагностика организма в нашей клинике. Запись на сегодня +7 711 977 79 70,suspicious,,ru,synthetic_template_kz
"Activ: тариф ұзартылды, 6581 тг есептен шығарылды",safe,,kk,synthetic_template_kz
Заработок из дома от 1 000 000 тг в неделю. Пишите в WhatsApp +7 724 357 89 18,suspicious,,ru,synthetic_template_kz
Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 758 674 16 64,suspicious,,kk,synthetic_template_kz
Beeline: срок действия SIM истекает. Продлите регистрацию egov-kz.online,scam,phishing,ru,synthetic_template_kz
Назар аударыңыз! *4651 картаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: kaspi . kz . secure-login . cc,scam,fake_bank,kk,synthetic_template_kz
Altel: oсtатоk 22 ГБ и 645 минут до 1.10,safe,,ru,synthetic_template_kz
Kaspi Red: 17 500 тг бөліп төлеу рәсімделді. Болдырмау jusan-secure.info,scam,kaspi_scam,kk,synthetic_template_kz
ДЕРЕКТЕРІҢІЗ РАСТАЛМАҒАНДЫҚТАН ШОТЫҢЫЗ 24 САҒАТ ІШІНДЕ ЖАБЫЛАДЫ. САУАЛНАМАНЫ ЖАҢАРТЫҢЫЗ: BEELINE-BONUS.ICU,scam,fake_bank,kk,synthetic_template_kz
Служба судебных исполнителей: на ваше имя заведено производство. Явитесь или ознакомьтесь kaspi-bonus.top.,scam,fake_police,ru,synthetic_template_kz
Сіздің жарнамалық акцияңыз бүгін белсенді!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Курсы трейдинга. Первое занятие бесплатно. Запись +7 760 397 24 70,suspicious,,ru,synthetic_template_kz
Только сегодня! Скидка 44% на все товары в Kaspi Магазин. Успей до полуночи,suspicious,,ru,synthetic_template_kz
"Beeline: тариф ұзартылды, 4050 тг есептен шығарылды",safe,,kk,synthetic_template_kz
ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 755 210 87 74. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
Салық берешегі 3 000 000 тг. Онлайн өтeу: forte-cabinet.pro,scam,phishing,kk,synthetic_template_kz
"Әйгерім, сізге 96 400 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Нөміріңіз зейнетақыны қайта есептеуге қатысады. Форманы толтырыңыз enpf-vyplata.ru,scam,phishing,kk,synthetic_template_kz
"Мама, я задержусь, буду приmеpно к 22 часам",safe,,ru,synthetic_template_kz
Картаға өтінішіңіз қаралды. Белсендіру үшін +7 710 353 69 66 нөміріне қоңырау шалыңыз,suspicious,,kk,synthetic_template_kz
Ваш номер участвует в перерасчете пенсии. Заполните форму halyk-verify.xyz до конца недели,scam,phishing,ru,synthetic_template_kz
Kaspi Postomat: неверный адрес доставки. Уточните данные kaspi-gold.site иначе заказ вернется отправителю,scam,phishing,ru,synthetic_template_kz
Нөміріңіз зейнетақыны қайта есептеуге қатысады. Форманы толтырыңыз egov-kz.online,scam,phishing,kk,synthetic_template_kz
"Әлия, сізге 98 200 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
"Кітапханаға барып, жаңа кітаптар алыңыз.",safe,,kk,github_Yerassyl04_Spam-kazakh
"Bereke Bank: одобрен кредит на 90 000 тг. Если вы не подавали заявку, отмените здесь kaspi.kz.secure-login.cc",scam,fake_bank,ru,synthetic_template_kz
eGov  аккаунтыңыз  бүгін 18:00-ге дейін жойылады. ЖСН растаңыз: kaspi-bonus.top,scam,phishing,kk,synthetic_template_kz
Деректеріңіз расталмағандықтан шотыңыз бүгін 18:00-ге дейін жабылады. Сауалнаманы жаңартыңыз: halykbank.kz.verify.top,scam,fake_bank,kk,synthetic_template_kz
Ваш номер выбран победителем акции izi! Приз 37 000 тг. Подтвердите: kaspi-bonus.top !!!,scam,fake_prize,ru,synthetic_template_kz
Kaspi Red: 4 000 000 тг бөліп төлеy рәсімделді. Болдырмау kaspi-bonus.top,scam,kaspi_scam,kk,synthetic_template_kz
"Инвестиции от 73 000 тг, доход 34% в месяц. Консультация +7 756 210 98 75",suspicious,,ru,synthetic_template_kz
Ұлттық Банк. Шоттарыңызға тыйым салынды. Шектеуді 2 сағат ішінде алу: kaspi.kz.secure-login.cc,scam,fake_police,kk,synthetic_template_kz
Ваш ИИН использован в незаконной операции. Следователь свяжется с вами: +7 781 883 31 62. Не сообщайте третьим лицам,scam,fake_police,ru,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 715 602 76 99,suspicious,,ru,synthetic_template_kz
Сізге 16 000 тг сомасына Kaspi Bonus 3% түсті. Белсендіру forte-cabinet . pro,scam,kaspi_scam,kk,synthetic_template_kz
Поздравляем! Вы выиграли 68 300 тг в розыгрыше Eurasian Bank. Забрать приз: halykbank.kz.verify.top,scam,fake_prize,ru,synthetic_template_kz
"izi: тариф продлен, списано 2522 тг. Следующее списание 19.6",safe,,ru,synthetic_template_kz
Только сегодня! Скидка 67% на все товары в AliExpress. Успей до полуночи,suspicious,,ru,synthetic_template_kz
Kaspi Red: 79 000 тг бөліп төлеу рәсімделді. Болдырмау halykbank.kz.verify.top,scam,kaspi_scam,kk,synthetic_template_kz
"Внимание! Ваша карта *1702 скомпрометирована. Переведите средства на резервный счет, инструкция: forte-cabinet.pro",scam,fake_bank,ru,synthetic_template_kz
"Jusan Bank: 80 000 тг сатып алу, карта *5086. Қолжетімді 54 000 тг",safe,,kk,synthetic_template_kz
Сот орындаушылары: сіздің атыңызға іс қозғалды. Танысу үшін wb-kz-prize.shop,scam,fake_police,kk,synthetic_template_kz
Boxberry: неверный адрес доставки. Уточните даные kaspi-gold.site иначе заказ вернется отправителю,scam,phishing,ru,synthetic_template_kz
"Оплата ЖКХ за март принята, сумма 9 000 000 тг",safe,,ru,synthetic_template_kz
"Жанна, сізге 91 300 тг tөлем мақұлданды. Деректерді осында еHгізіңіз halykbank.kz.verify.top",scam,fake_prize,kk,synthetic_template_kz
Kaspi Магазин: ваш товар продан. Для получения 63 000 тг перейдите forte-cabinet.pro,scam,kaspi_scam,ru,synthetic_template_kz
Kaspi Red: рассрочка на 48 000 тг оформлена. Отменить kaspi.kz.secure-login.cc,scam,kaspi_scam,ru,synthetic_template_kz
